arm_id,optimizer_steps_per_round,demo_frac_objective_mass,rollout_replicas,round,J,SR,CR,timeout,V_safe,V_full,minimum_clearance,final_J,final_SR,final_CR,final_timeout,final_V_safe,final_V_full,final_minimum_clearance,final_round
opt016_demo000,16,0.0,8,5,0.2285714285714286,0.5571428571428572,0.44285714285714284,0.0,0.2571428571428571,0.05714285714285714,0.008513799816795424,0.0,0.0,1.0,0.0,0.0,0.0,-0.012803178659236077,100
opt016_demo0125,16,0.125,8,11,0.2285714285714286,0.5857142857142857,0.4142857142857143,0.0,0.34285714285714286,0.12857142857142856,0.01003300304313165,0.14285714285714285,0.7428571428571429,0.2571428571428571,0.0,0.5,0.08571428571428572,0.021831466834258097,100
opt016_demo0250,16,0.25,8,50,0.2571428571428572,0.8428571428571429,0.15714285714285714,0.0,0.4857142857142857,0.14285714285714285,0.023867878111895134,0.14285714285714285,0.8,0.2,0.0,0.45714285714285713,0.05714285714285714,0.023509907182392355,100
opt032_demo000,32,0.0,8,0,0.2,0.34285714285714286,0.6571428571428571,0.0,0.1,0.014285714285714285,0.0013290030640937549,0.0,0.0,1.0,0.0,0.0,0.0,-0.014189251977814836,100
opt032_demo0125,32,0.125,8,0,0.2,0.34285714285714286,0.6571428571428571,0.0,0.1,0.014285714285714285,0.0013290030640937549,0.19999999999999998,0.7285714285714285,0.2714285714285714,0.0,0.45714285714285713,0.12857142857142856,0.017855621337039947,100
opt032_demo0250,32,0.25,8,25,0.2857142857142857,0.7428571428571429,0.2571428571428571,0.0,0.4,0.12857142857142856,0.018181923916814054,0.14285714285714285,0.7285714285714285,0.2714285714285714,0.0,0.4,0.05714285714285714,0.021054324686976267,100
